city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,id
Lyster,Lyster,QC,Quebec,46.3667,-71.6167,1628.0,9.7,America/Toronto,4,G0S,1124296106
Oakview,Oakview,MB,Manitoba,50.1964,-100.2167,1626.0,1.4,America/Winnipeg,4,R0K,1124000384
Harrison Park,Harrison Park,MB,Manitoba,50.5563,-100.1674,1622.0,1.7,America/Winnipeg,4,R0J,1124000697
Pond Inlet,Pond Inlet,NU,Nunavut,72.6808,-77.7503,1617.0,9.3,America/Iqaluit,4,X0A,1124788973
Sainte-Clotilde-de-Horton,Sainte-Clotilde-de-Horton,QC,Quebec,45.9833,-72.2333,1616.0,14.2,America/Toronto,4,J0A,1124416351
Burford,Burford,ON,Ontario,43.1036,-80.424,1615.0,208.2,America/Toronto,3,,1124578509
Saint-Benoît-Labre,Saint-Benoit-Labre,QC,Quebec,46.0667,-70.8,1612.0,19.0,America/Toronto,4,G0M,1124381557
Terrace Bay,Terrace Bay,ON,Ontario,48.8,-87.1,1611.0,10.5,America/Toronto,3,P0T,1124634789
Maliotenam,Maliotenam,QC,Quebec,50.2114,-66.1911,1610.0,309.7,America/Toronto,3,G4R,1124000333
Chapais,Chapais,QC,Quebec,49.7819,-74.8544,1610.0,25.3,America/Toronto,3,G0W,1124629095
Saint-Honoré-de-Shenley,Saint-Honore-de-Shenley,QC,Quebec,45.9667,-70.8333,1610.0,12.1,America/Toronto,4,G0M,1124007745
Cleveland,Cleveland,QC,Quebec,45.67,-72.08,1609.0,12.9,America/Toronto,4,J0B,1124001081
Messines,Messines,QC,Quebec,46.2333,-76.0167,1608.0,14.1,America/Toronto,3,J0X,1124295094
Saint-Laurent-de-l'Île-d'Orléans,Saint-Laurent-de-l'Ile-d'Orleans,QC,Quebec,46.8667,-71.0167,1607.0,45.1,America/Toronto,3,G0A,1124000659
Saint-Jean-de-Dieu,Saint-Jean-de-Dieu,QC,Quebec,48.0,-69.05,1606.0,10.6,America/Toronto,4,G0L,1124739032
Massey Drive,Massey Drive,NL,Newfoundland and Labrador,48.9372,-57.9,1606.0,655.1,America/St_Johns,3,A2H,1124000923
Nakusp,Nakusp,BC,British Columbia,50.2434,-117.8002,1605.0,195.2,America/Vancouver,3,V0G,1124310238
Florenceville,Florenceville,NB,New Brunswick,46.4435,-67.6152,1604.0,102.7,America/Moncton,3,E7L,1124518996
Larouche,Larouche,QC,Quebec,48.45,-71.5167,1601.0,18.9,America/Toronto,4,G0W,1124000827
Fort St. James,Fort St. James,BC,British Columbia,54.4431,-124.2542,1598.0,72.0,America/Vancouver,3,V0J,1124865218
Saint-François-de-la-Rivière-du-Sud,Saint-Francois-de-la-Riviere-du-Sud,QC,Quebec,46.8833,-70.7167,1596.0,17.0,America/Toronto,4,G0R,1124001406
Wabasca,Wabasca,AB,Alberta,55.9855,-113.8566,1594.0,15.7,America/Edmonton,4,T0G,1124001857
Hilliers,Hilliers,BC,British Columbia,49.3022,-124.4727,1590.0,54.7,America/Vancouver,4,V0R V9K,1124744995
Perth,Perth,NB,New Brunswick,46.7393,-67.6984,1590.0,177.3,America/Moncton,3,E7H,1124468740
Eeyou Istchee Baie-James,Eeyou Istchee Baie-James,QC,Quebec,52.3382,-75.1977,1589.0,0.0,America/Toronto,4,J0Y,1124001722
Shellbrook No. 493,Shellbrook No. 493,SK,Saskatchewan,53.3545,-106.2553,1587.0,1.3,America/Regina,4,S0J,1124000896
Shawville,Shawville,QC,Quebec,45.6,-76.4833,1587.0,294.5,America/Toronto,3,J0X,1124868099
Lambton,Lambton,QC,Quebec,45.83,-71.08,1584.0,14.6,America/Toronto,4,G0M,1124236153
Saint-Flavien,Saint-Flavien,QC,Quebec,46.5167,-71.6,1578.0,23.4,America/Toronto,4,G0S,1124326824
Boissevain,Boissevain,MB,Manitoba,49.2298751870001,-100.059391205376,1577.0,544.7,America/Winnipeg,3,R0K,1124368869
Sainte-Marcelline-de-Kildare,Sainte-Marcelline-de-Kildare,QC,Quebec,46.1167,-73.6,1567.0,45.2,America/Toronto,4,J0K,1124028672
Rivière-Blanche,Riviere-Blanche,QC,Quebec,48.7833,-67.7,1567.0,13.0,America/Toronto,3,G0J,1124696529
Bay Bulls,Bay Bulls,NL,Newfoundland and Labrador,47.3158,-52.8103,1566.0,51.2,America/St_Johns,3,A0A,1124701391
Saint-Félix-de-Kingsey,Saint-Felix-de-Kingsey,QC,Quebec,45.8,-72.1833,1563.0,12.3,America/Toronto,3,J0B,1124052771
Upper Island Cove,Upper Island Cove,NL,Newfoundland and Labrador,47.6472,-53.2233,1561.0,199.0,America/St_Johns,3,A0A,1124254175
Sainte-Élisabeth,Sainte-Elisabeth,QC,Quebec,46.0833,-73.35,1559.0,18.8,America/Toronto,4,J0K,1124368135
Ashcroft,Ashcroft,BC,British Columbia,50.7256,-121.2806,1558.0,32.3,America/Vancouver,3,V0K,1124521001
Clarkes Beach,Clarkes Beach,NL,Newfoundland and Labrador,47.5447,-53.2824,1558.0,122.6,America/St_Johns,4,A0A,1124886112
Falmouth,Falmouth,NS,Nova Scotia,44.9967,-64.1634,1553.0,297.8,America/Halifax,3,B0P,1124001382
Uashat,Uashat,QC,Quebec,50.233,-66.3947,1550.0,657.2,America/Toronto,3,G4R G4S,1124001483
Saint-Bernard-de-Lacolle,Saint-Bernard-de-Lacolle,QC,Quebec,45.0833,-73.4167,1549.0,13.0,America/Toronto,3,J0J,1124000541
Saint-Joseph,Saint-Joseph,NB,New Brunswick,47.558,-68.3082,1549.0,4.8,America/Moncton,4,E7B,1124001284
Belledune,Belledune,NB,New Brunswick,47.9,-65.8167,1548.0,8.2,America/Moncton,3,E8G,1124444357
Saint-Guillaume,Saint-Guillaume,QC,Quebec,45.8833,-72.7667,1547.0,17.6,America/Toronto,4,J0C,1124732782
Venise-en-Québec,Venise-en-Quebec,QC,Quebec,45.0833,-73.1333,1547.0,116.9,America/Toronto,3,J0J,1124001019
Gambo,Gambo,NL,Newfoundland and Labrador,48.7833,-54.2167,1543.0,156.3,America/St_Johns,3,A0G,1124499854
Nauwigewauk,Nauwigewauk,NB,New Brunswick,45.4812,-65.8738,1538.0,50.5,America/Moncton,4,E5N,1124029649
Humbermouth,Humbermouth,NL,Newfoundland and Labrador,49.0156,-58.1678,1537.0,23.6,America/St_Johns,4,A0L,1124416255
Springbrook,Springbrook,AB,Alberta,52.1796,-113.885,1534.0,291.6,America/Edmonton,3,T4S,1124001537
Saint-Paulin,Saint-Paulin,QC,Quebec,46.4167,-73.0333,1534.0,16.0,America/Toronto,4,J0K,1124571978
Glenelg,Glenelg,NB,New Brunswick,46.9455,-65.2893,1532.0,3.0,America/Moncton,4,E1N,1124001212
Saint David,Saint David,NB,New Brunswick,45.2918,-67.1983,1529.0,8.0,America/Moncton,4,E5A E3L,1124001550
Saint-Albert,Saint-Albert,QC,Quebec,46.0,-72.0833,1526.0,21.8,America/Toronto,4,J0A,1124484773
Matagami,Matagami,QC,Quebec,49.75,-77.6333,1526.0,22.8,America/Toronto,3,J0Y,1124686252
Grindrod,Grindrod,BC,British Columbia,50.63,-119.1314,1526.0,35.3,America/Vancouver,4,V0E V1E,1124245869
Springfield,Springfield,NB,New Brunswick,45.7005,-65.8079,1525.0,6.1,America/Moncton,4,E5T E5P,1124760693
Amherst,Amherst,QC,Quebec,46.05,-74.7667,1524.0,6.6,America/Toronto,3,J0T,1124000118
Carlyle,Carlyle,SK,Saskatchewan,49.6333,-102.2667,1519.0,451.1,America/Regina,3,S0C,1124830228
Notre-Dame-du-Laus,Notre-Dame-du-Laus,QC,Quebec,46.0833,-75.6167,1518.0,1.8,America/Toronto,3,J0X,1124131832
Langham,Langham,SK,Saskatchewan,52.3667,-106.9667,1518.0,355.1,America/Regina,3,S0K,1124101937
St. George,St. George,NB,New Brunswick,45.1333,-66.8167,1517.0,93.8,America/Moncton,3,E5C,1124740743
Wembley,Wembley,AB,Alberta,55.1572,-119.1392,1516.0,318.9,America/Edmonton,3,T0H,1124957462
"Macdonald, Meredith and Aberdeen Additional","Macdonald, Meredith and Aberdeen Additional",ON,Ontario,46.4833,-84.0667,1513.0,9.3,America/Toronto,3,P0S,1124001485
Pinawa,Pinawa,MB,Manitoba,50.1707,-95.9547,1512.0,11.7,America/Winnipeg,4,R0E,1124622420
Windermere,Windermere,BC,British Columbia,50.4856,-115.9948,1511.0,144.7,America/Edmonton,4,V0A V0B,1124519589
Saint-Tite-des-Caps,Saint-Tite-des-Caps,QC,Quebec,47.1333,-70.7667,1506.0,11.7,America/Toronto,3,G0A,1124367873
Hudson Bay,Hudson Bay,SK,Saskatchewan,52.851,-102.392,1504.0,86.7,America/Regina,3,S0E,1124151446
"Brudenell, Lyndoch and Raglan","Brudenell, Lyndoch and Raglan",ON,Ontario,45.3167,-77.4,1503.0,2.1,America/Toronto,3,K0J,1124001367
Gold River,Gold River,BC,British Columbia,49.7769,-126.0514,1500.0,15.0,America/Vancouver,3,V0P,1124000663
Saint-Casimir,Saint-Casimir,QC,Quebec,46.65,-72.1333,1500.0,22.5,America/Toronto,3,G0A,1124445682
Dunsmuir,Dunsmuir,BC,British Columbia,49.3696,-124.5772,1497.0,70.2,America/Vancouver,4,V9K,1124000426
Frenchman Butte,Frenchman Butte,SK,Saskatchewan,53.6052,-109.4298,1494.0,0.8,America/Swift_Current,4,S0M,1124729147
Gordon,Gordon,NB,New Brunswick,46.8363,-67.1913,1493.0,1.0,America/Moncton,4,E7G,1124001029
Saint-Malachie,Saint-Malachie,QC,Quebec,46.5333,-70.7667,1489.0,14.8,America/Toronto,3,G0R,1124048620
Southampton,Southampton,NB,New Brunswick,46.0789,-67.3124,1484.0,3.3,America/Moncton,4,E6E E6G,1124711539
Salluit,Salluit,QC,Quebec,62.2013,-75.6337,1483.0,101.1,America/Toronto,4,J0M,1124962070
Pangnirtung,Pangnirtung,NU,Nunavut,66.1436,-65.6829,1481.0,190.6,America/Iqaluit,4,X0A,1124731886
Saint-Louis-de-Gonzague,Saint-Louis-de-Gonzague,QC,Quebec,45.2,-73.98,1481.0,18.6,America/Toronto,3,J0S,1124000598
Moosonee,Moosonee,ON,Ontario,51.2722,-80.6431,1481.0,2.7,America/Toronto,3,P0L,1124592907
Englehart,Englehart,ON,Ontario,47.8167,-79.8667,1479.0,489.7,America/Toronto,3,P0J,1124297839
Saint-Urbain,Saint-Urbain,QC,Quebec,47.55,-70.5333,1474.0,4.4,America/Toronto,4,G0A,1124108877
Tring-Jonction,Tring-Jonction,QC,Quebec,46.2667,-70.9833,1473.0,57.5,America/Toronto,4,G0N,1124821925
Wilton No. 472,Wilton No. 472,SK,Saskatchewan,53.124,-109.7885,1473.0,1.4,America/Edmonton,4,S0M S9V,1124001208
Denmark,Denmark,NB,New Brunswick,47.1155,-67.4771,1471.0,2.0,America/Moncton,4,E7H E7G,1124001349
Saint-Joachim,Saint-Joachim,QC,Quebec,47.05,-70.85,1471.0,34.5,America/Toronto,3,G0A,1124056373
Torch River No. 488,Torch River No. 488,SK,Saskatchewan,53.5445,-104.4619,1471.0,0.3,America/Regina,4,S0J,1124001716
Saint-Théodore-d'Acton,Saint-Theodore-d'Acton,QC,Quebec,45.6833,-72.5833,1471.0,17.7,America/Toronto,4,J0H,1124207486
L’ Îsle-Verte,L' Isle-Verte,QC,Quebec,48.0167,-69.3333,1469.0,12.5,America/Toronto,3,G0L,1124320524
Palmarolle,Palmarolle,QC,Quebec,48.6667,-79.2,1465.0,12.5,America/Toronto,3,J0Z,1124693739
Bon Accord,Bon Accord,AB,Alberta,53.8328,-113.4189,1461.0,366.4,America/Edmonton,3,T0A,1124764880
Sussex Corner,Sussex Corner,NB,New Brunswick,45.7122,-65.4719,1461.0,156.4,America/Moncton,4,E4E,1124001821
Saint-Odilon-de-Cranbourne,Saint-Odilon-de-Cranbourne,QC,Quebec,46.3667,-70.6833,1459.0,11.2,America/Toronto,4,G0S,1124001239
Pipestone,Pipestone,MB,Manitoba,49.6653,-101.1444,1458.0,1.3,America/Winnipeg,3,R0M,1124293936
La Doré,La Dore,QC,Quebec,48.72,-72.65,1453.0,5.0,America/Toronto,3,G8J,1124387334
Lac-au-Saumon,Lac-au-Saumon,QC,Quebec,48.4167,-67.35,1453.0,17.7,America/Toronto,3,G0J,1124759496
Wotton,Wotton,QC,Quebec,45.7333,-71.8,1453.0,10.1,America/Toronto,4,J0A,1124174332
Prairie Lakes,Prairie Lakes,MB,Manitoba,49.4034,-99.6298,1453.0,1.4,America/Winnipeg,4,R0K,1124001186
Elk Point,Elk Point,AB,Alberta,53.8967,-110.8972,1452.0,295.5,America/Edmonton,3,T0A,1124622637
St. François Xavier,St. Francois Xavier,MB,Manitoba,49.9903,-97.6722,1449.0,7.1,America/Winnipeg,3,R4L,1124001915
Shellbrook,Shellbrook,SK,Saskatchewan,53.2167,-106.4,1444.0,390.3,America/Regina,3,S0J,1124817725
Wemindji,Wemindji,QC,Quebec,53.044,-78.7384,1444.0,3.7,America/Toronto,4,J0M,1124079157
Cape Dorset,Cape Dorset,NU,Nunavut,64.2237,-76.5405,1441.0,147.9,America/Iqaluit,4,X0A,1124646146
Strong,Strong,ON,Ontario,45.75,-79.4,1439.0,9.0,America/Toronto,3,P0A,1124000578
Nobleford,Nobleford,AB,Alberta,49.8822,-113.0531,1438.0,848.6,America/Edmonton,3,T0L,1124281605
Lappe,Lappe,ON,Ontario,48.5693,-89.3573,1434.0,9.8,America/Toronto,4,P7G,1124000934
Pointe-aux-Outardes,Pointe-aux-Outardes,QC,Quebec,49.05,-68.4333,1434.0,19.1,America/Toronto,3,G0H,1124001253
Rivière-Héva,Riviere-Heva,QC,Quebec,48.2333,-78.2167,1433.0,3.4,America/Toronto,4,J0Y,1124000406
Scott,Scott,QC,Quebec,46.507872396847,-71.0665628160423,1433.0,364.7,America/Toronto,3,G0S,1124001254
Godmanchester,Godmanchester,QC,Quebec,45.08,-74.25,1417.0,10.2,America/Toronto,3,J0S,1124000511
Macklin,Macklin,SK,Saskatchewan,52.33,-109.94,1415.0,450.7,America/Swift_Current,3,S0L,1124573046
Armour,Armour,ON,Ontario,45.6289,-79.3436,1414.0,8.6,America/Toronto,3,P0A,1124000589
Saint-Simon,Saint-Simon,QC,Quebec,45.719,-72.8463,1413.0,20.5,America/Toronto,4,J0H,1124669265
Tingwick,Tingwick,QC,Quebec,45.8873,-71.9244,1410.0,8.3,America/Toronto,4,J0A,1124969542
Saint-Aubert,Saint-Aubert,QC,Quebec,47.1833,-70.2167,1409.0,14.0,America/Toronto,3,G0R,1124439130
Saint-Mathieu-du-Parc,Saint-Mathieu-du-Parc,QC,Quebec,46.5667,-72.9167,1407.0,6.3,America/Toronto,4,G0X,1124001318
Saint-Ubalde,Saint-Ubalde,QC,Quebec,46.75,-72.2667,1403.0,10.0,America/Toronto,3,G0A,1124614507
Creighton,Creighton,SK,Saskatchewan,54.7561,-101.8973,1402.0,97.4,America/Winnipeg,3,S0P,1124000828
Faraday,Faraday,ON,Ontario,45.0,-77.9167,1401.0,6.4,America/Toronto,3,K0L,1124001991
Berthier-sur-Mer,Berthier-sur-Mer,QC,Quebec,46.9167,-70.7333,1398.0,52.2,America/Toronto,3,G0R,1124625020
Bayfield,Bayfield,ON,Ontario,43.5615,-81.6983,1394.0,448.7,America/Toronto,3,N0M,1124665510
Frampton,Frampton,QC,Quebec,46.4667,-70.8,1393.0,9.2,America/Toronto,3,G0R,1124063273
Barrière,Barriere,BC,British Columbia,51.1803,-120.1261,1391.0,251.4,America/Vancouver,3,V0E,1124124556
Chute-aux-Outardes,Chute-aux-Outardes,QC,Quebec,49.1167,-68.4,1391.0,185.3,America/Toronto,4,G0H,1124968977
Lions Bay,Lions Bay,BC,British Columbia,49.4581,-123.2369,1390.0,549.0,America/Vancouver,3,V0N,1124001126
New Carlisle,New Carlisle,QC,Quebec,48.0167,-65.3333,1388.0,20.5,America/Toronto,3,G0C,1124193848
Laird No. 404,Laird No. 404,SK,Saskatchewan,52.5696,-106.7312,1387.0,1.9,America/Regina,4,S0K,1124001811
Saint-Majorique-de-Grantham,Saint-Majorique-de-Grantham,QC,Quebec,45.9333,-72.5833,1384.0,24.1,America/Toronto,4,J2B,1124000808
Petitcodiac,Petitcodiac,NB,New Brunswick,45.9333,-65.1667,1383.0,80.4,America/Moncton,3,E4Z,1124122911
Canwood No. 494,Canwood No. 494,SK,Saskatchewan,53.4574,-106.7768,1381.0,0.7,America/Swift_Current,4,S0J,1124001486
Wentworth-Nord,Wentworth-Nord,QC,Quebec,45.85,-74.45,1381.0,8.8,America/Toronto,3,J0T,1124001955
Bas Caraquet,Bas Caraquet,NB,New Brunswick,47.8,-64.8333,1380.0,44.5,America/Moncton,4,E1W,1124124817
Two Hills,Two Hills,AB,Alberta,53.715,-111.7461,1379.0,400.0,America/Edmonton,3,T0B,1124512958
Sainte-Ursule,Sainte-Ursule,QC,Quebec,46.2833,-73.0333,1375.0,20.2,America/Toronto,4,J0K,1124000577
Dawson,Dawson,YT,Yukon,64.0464,-139.3893,1375.0,42.4,America/Dawson,4,Y0B,1124075766
Nantes,Nantes,QC,Quebec,45.6333,-71.0333,1374.0,11.4,America/Toronto,3,G6B G0Y,1124802333
Lac-aux-Sables,Lac-aux-Sables,QC,Quebec,46.8667,-72.4,1373.0,5.1,America/Toronto,3,G0X,1124691735
Stewiacke,Stewiacke,NS,Nova Scotia,45.1422,-63.3483,1373.0,77.9,America/Halifax,3,B0N,1124573534
Vaudreuil-sur-le-Lac,Vaudreuil-sur-le-Lac,QC,Quebec,45.4,-74.0333,1361.0,983.0,America/Toronto,3,J7V,1124001806
Grahamdale,Grahamdale,MB,Manitoba,51.42,-98.3733,1359.0,0.6,America/Winnipeg,3,R0C,1124001918
Upham,Upham,NB,New Brunswick,45.5083,-65.6618,1357.0,7.2,America/Moncton,4,E5N,1124000748
St.-Charles,St.-Charles,ON,Ontario,46.3422,-80.4497,1357.0,4.3,America/Toronto,4,P0M,1124428919
Cardwell,Cardwell,NB,New Brunswick,45.7848,-65.3037,1353.0,4.3,America/Moncton,4,E4Z E4G,1124001428
Amulet,Amulet,QC,Quebec,48.2938,-79.0274,1350.0,727.2,America/Toronto,3,J9X J9Y,1124000786
L’Avenir,L'Avenir,QC,Quebec,45.7667,-72.3,1350.0,13.8,America/Toronto,4,J0C,1124154040
Hillsborough,Hillsborough,NB,New Brunswick,45.9205781884486,-64.650665366647,1348.0,105.2,America/Moncton,4,E4H,1124000107
Spiritwood No. 496,Spiritwood No. 496,SK,Saskatchewan,53.4435,-107.4495,1347.0,0.6,America/Swift_Current,4,S0J,1124001575
Pointe-à-la-Croix,Pointe-a-la-Croix,QC,Quebec,48.0167,-66.6833,1344.0,3.4,America/Toronto,3,G0C,1124993506
Hérouxville,Herouxville,QC,Quebec,46.6667,-72.6167,1340.0,25.3,America/Toronto,3,G0X,1124001698
Weldford,Weldford,NB,New Brunswick,46.5221,-65.1114,1338.0,2.2,America/Moncton,4,E4W E4T,1124000165
Reynolds,Reynolds,MB,Manitoba,49.7678,-95.8842,1338.0,0.4,America/Winnipeg,3,R0E,1124938750
St. Laurent,St. Laurent,MB,Manitoba,50.43,-97.7933,1338.0,2.9,America/Winnipeg,4,R0C,1124303582
L'Isle-aux-Allumettes,L'Isle-aux-Allumettes,QC,Quebec,45.8667,-77.0667,1334.0,7.2,America/Toronto,3,J0X,1124001726
Emo,Emo,ON,Ontario,48.6333,-93.8333,1333.0,6.6,America/Winnipeg,3,P0W,1124320866
Sainte-Brigide-d'Iberville,Sainte-Brigide-d'Iberville,QC,Quebec,45.3167,-73.0667,1331.0,18.7,America/Toronto,3,J0J,1124015542
Les Éboulements,Les Eboulements,QC,Quebec,47.4833,-70.3167,1331.0,8.5,America/Toronto,3,G0A,1124253187
Smooth Rock Falls,Smooth Rock Falls,ON,Ontario,49.2833,-81.6333,1330.0,6.6,America/Toronto,3,P0L,1124418972
Bruederheim,Bruederheim,AB,Alberta,53.8042,-112.9278,1329.0,143.2,America/Edmonton,3,T0B,1124027946
Oxbow,Oxbow,SK,Saskatchewan,49.2333,-102.1667,1328.0,412.6,America/Regina,3,S0C,1124727899
Telkwa,Telkwa,BC,British Columbia,54.6972,-127.05,1327.0,191.9,America/Vancouver,3,V0J,1124000170
Landmark,Landmark,MB,Manitoba,49.6711,-96.8179,1326.0,445.7,America/Winnipeg,3,R0A,1124000247
Norton,Norton,NB,New Brunswick,45.6387,-65.6955,1325.0,9.2,America/Moncton,3,E5N,1124362919
Gjoa Haven,Gjoa Haven,NU,Nunavut,68.6448,-95.8912,1324.0,46.5,America/Cambridge_Bay,4,X0B,1124942230
Sainte-Barbe,Sainte-Barbe,QC,Quebec,45.1667,-74.2,1324.0,33.0,America/Toronto,3,J0S,1124147367
Mayerthorpe,Mayerthorpe,AB,Alberta,53.9503,-115.1336,1320.0,302.2,America/Edmonton,3,T0E,1124001053
Ootischenia,Ootischenia,BC,British Columbia,49.2916,-117.6323,1320.0,170.6,America/Vancouver,4,V1N,1124935527
Saint-Louis-du-Ha! Ha!,Saint-Louis-du-Ha! Ha!,QC,Quebec,47.67,-68.98,1318.0,11.7,America/Toronto,3,G0L,1124487645
Taylor,Taylor,BC,British Columbia,56.159,-120.6878,1317.0,77.8,America/Dawson_Creek,3,V0C,1124063816
Powerview-Pine Falls,Powerview-Pine Falls,MB,Manitoba,50.5661,-96.1981,1316.0,262.0,America/Winnipeg,3,R0E,1124001400
Ragueneau,Ragueneau,QC,Quebec,49.0667,-68.5333,1314.0,7.3,America/Toronto,4,G0H,1124000159
Baie Verte,Baie Verte,NL,Newfoundland and Labrador,49.9167,-56.1833,1313.0,3.5,America/St_Johns,3,A0K,1124727368
Chisholm,Chisholm,ON,Ontario,46.1,-79.2333,1312.0,6.4,America/Toronto,4,P0H,1124000894
Saint-Édouard,Saint-Edouard,QC,Quebec,45.2333,-73.5167,1312.0,24.8,America/Toronto,3,J0L,1124689962
Charlo,Charlo,NB,New Brunswick,48.0,-66.32,1310.0,41.9,America/Moncton,3,E8E,1124001583
Sorrento,Sorrento,BC,British Columbia,50.8832,-119.4782,1309.0,110.3,America/Vancouver,4,V0E,1124978509
Burgeo,Burgeo,NL,Newfoundland and Labrador,47.6,-57.6333,1307.0,41.7,America/St_Johns,3,A0N,1124034870
Wadena,Wadena,SK,Saskatchewan,51.9458,-103.8014,1306.0,449.5,America/Regina,3,S0A,1124604550
St-Pierre-Jolys,St-Pierre-Jolys,MB,Manitoba,49.4403,-96.9844,1305.0,440.5,America/Winnipeg,3,R0A,1124001013
Richmond,Richmond,NB,New Brunswick,46.0776,-67.7248,1303.0,5.0,America/Moncton,4,E7N E7M,1124000907
Youbou,Youbou,BC,British Columbia,48.8562,-124.1731,1302.0,146.4,America/Vancouver,4,V0R,1124809081
Swan Hills,Swan Hills,AB,Alberta,54.7106,-115.4133,1301.0,49.8,America/Edmonton,3,T0G,1124000651
Wilkie,Wilkie,SK,Saskatchewan,52.4167,-108.7,1301.0,137.3,America/Swift_Current,3,S0K,1124926813
Saint-Léonard,Saint-Leonard,NB,New Brunswick,47.1625,-67.925,1300.0,249.2,America/Moncton,3,E7E,1124194436
Rivière-Bleue,Riviere-Bleue,QC,Quebec,47.4333,-69.05,1299.0,7.5,America/Toronto,4,G0L,1124592122
Noyan,Noyan,QC,Quebec,45.0667,-73.3,1297.0,29.0,America/Toronto,3,J0J,1124781949
Notre-Dame-du-Portage,Notre-Dame-du-Portage,QC,Quebec,47.7667,-69.6167,1296.0,32.4,America/Toronto,3,G0L,1124956445
Ile-à-la-Crosse,Ile-a-la-Crosse,SK,Saskatchewan,55.45,-107.8833,1296.0,54.4,America/Swift_Current,3,S0M,1124359869
Saint-Hugues,Saint-Hugues,QC,Quebec,45.8,-72.8667,1292.0,15.4,America/Toronto,3,J0H,1124983381
Sainte-Anne-du-Sault,Sainte-Anne-du-Sault,QC,Quebec,46.1733,-72.1415,1290.0,21.6,America/Toronto,4,,1124001314
La Conception,La Conception,QC,Quebec,46.15,-74.7,1287.0,9.9,America/Toronto,3,J0T,1124175484
Vauxhall,Vauxhall,AB,Alberta,50.0689,-112.0975,1286.0,449.4,America/Edmonton,3,T0K,1124148360
Lamèque,Lameque,NB,New Brunswick,47.7925,-64.6532,1285.0,102.8,America/Moncton,3,E8T,1124209362
Arborg,Arborg,MB,Manitoba,50.9075,-97.2182,1279.0,611.0,America/Winnipeg,3,R0C,1124353392
Estevan No. 5,Estevan No. 5,SK,Saskatchewan,49.1308,-103.0126,1279.0,1.7,America/Regina,4,S4A,1124000725
Thessalon,Thessalon,ON,Ontario,46.25,-83.55,1279.0,284.6,America/Toronto,3,P0R,1124087342
L'Isle-aux-Coudres,L'Isle-aux-Coudres,QC,Quebec,47.4,-70.3833,1279.0,42.5,America/Toronto,3,G0A,1124001681
Lanigan,Lanigan,SK,Saskatchewan,51.85,-105.0333,1277.0,165.2,America/Regina,3,S0K,1124052623
Elton,Elton,MB,Manitoba,49.975,-99.8658,1276.0,2.2,America/Winnipeg,4,R0K,1124000871
Bowden,Bowden,AB,Alberta,51.9306,-114.0256,1275.0,442.8,America/Edmonton,3,T0M,1124945470
South Qu'Appelle No. 157,South Qu'Appelle No. 157,SK,Saskatchewan,50.5389,-104.0141,1275.0,1.4,America/Regina,4,S0G,1124001385
Conestogo,Conestogo,ON,Ontario,43.5441,-80.4997,1272.0,587.8,America/Toronto,3,N0B,1124566995
Rosser,Rosser,MB,Manitoba,49.99,-97.4592,1270.0,2.9,America/Winnipeg,3,R3C R0H,1124001581
Sainte-Lucie-des-Laurentides,Sainte-Lucie-des-Laurentides,QC,Quebec,46.13,-74.18,1269.0,11.1,America/Toronto,4,J0T,1124001146
Saint-Alexis,Saint-Alexis,QC,Quebec,45.9333,-73.6167,1267.0,29.2,America/Toronto,4,J0K,1124001453
Roxton Falls,Roxton Falls,QC,Quebec,45.5667,-72.5167,1265.0,259.1,America/Toronto,3,J0H,1124901453
Montcalm,Montcalm,MB,Manitoba,49.1775,-97.3247,1260.0,2.7,America/Winnipeg,3,R0G,1124000100
Irishtown-Summerside,Irishtown-Summerside,NL,Newfoundland and Labrador,48.9833,-57.95,1260.0,106.0,America/St_Johns,4,A2H,1124000307
Clarendon,Clarendon,QC,Quebec,45.65,-76.5167,1256.0,3.8,America/Toronto,3,J0X,1124000922
Mervin No. 499,Mervin No. 499,SK,Saskatchewan,53.5455,-108.8762,1256.0,0.8,America/Swift_Current,4,S0M,1124001677
Saint-Ludger,Saint-Ludger,QC,Quebec,45.75,-70.7,1255.0,9.8,America/Toronto,4,G0M,1124281144
Coldwell,Coldwell,MB,Manitoba,50.6389,-98.0417,1254.0,1.4,America/Winnipeg,4,R0C,1124001845
Musquash,Musquash,NB,New Brunswick,45.1836,-66.3514,1253.0,5.4,America/Moncton,4,E5J,1124987756
Racine,Racine,QC,Quebec,45.5,-72.25,1252.0,11.8,America/Toronto,4,J0E,1124253350
Osler,Osler,SK,Saskatchewan,52.37,-106.54,1251.0,771.7,America/Regina,3,S0K,1124000037
Saint-Zénon,Saint-Zenon,QC,Quebec,46.55,-73.8167,1250.0,2.7,America/Toronto,3,J0K,1124443019
Saint-Armand,Saint-Armand,QC,Quebec,45.0333,-73.05,1248.0,15.1,America/Toronto,3,J0J,1124958164
Saint-Édouard-de-Lotbinière,Saint-Edouard-de-Lotbiniere,QC,Quebec,46.5667,-71.8333,1248.0,12.7,America/Toronto,4,G0S,1124001130
Alonsa,Alonsa,MB,Manitoba,50.9794,-99.0796,1247.0,0.4,America/Winnipeg,4,R0H,1124385753
Saint-Arsène,Saint-Arsene,QC,Quebec,47.9167,-69.4333,1245.0,17.6,America/Toronto,4,G0L,1124482227
